time step,distance
0.0,6.082762530298219
1.0,5.9496050289073805
2.0,5.816459404139256
3.0,5.683326490709468
4.0,5.550207203339348
5.0,5.437169230996251
6.0,5.324389815688847
7.0,5.211885742104889
8.0,5.099675233240616
9.0,5.005743908912888
10.0,4.948273539140538
11.0,4.927055817738123
12.0,4.90622614234264
13.0,4.891788040975525
14.0,4.878317994482396
15.0,4.865824042460335
16.0,4.854313721682403
17.0,4.820380132815342
18.0,4.786464443758182
19.0,4.752567037725554
20.0,4.718688308734032
21.0,4.582162334654367
22.0,4.445662711860734
23.0,4.309191944494301
24.0,4.172752863724627
25.0,4.1088647073344
26.0,4.046389049764959
27.0,3.9853923192529974
28.0,3.925943449934965
29.0,3.789474606818531
30.0,3.653006056952585
31.0,3.516537834478208
32.0,3.380069979050093
33.0,3.2534134493553317
34.0,3.1270277724552358
35.0,3.0009471696543235
36.0,2.8752117745473935
37.0,2.742858969449633
38.0,2.610653924057963
39.0,2.4786202821777246
40.0,2.346786974218353
41.0,2.2123160250627576
42.0,2.077976009585302
43.0,1.9437940753455984
44.0,1.809805383890564
45.0,1.6751255131131317
46.0,1.540678555174002
47.0,1.406531302399924
48.0,1.2727785225465813
49.0,1.135937535626936
50.0,0.9993809658593137
51.0,0.863243799678257
52.0,0.727761439710415
53.0,0.6408671321423198
54.0,0.5665405785165761
55.0,0.5103031954300324
56.0,0.4785750239418438
57.0,0.45526298109349717
58.0,0.4467767503714011
59.0,0.45394856723621235
60.0,0.4760713108603377
61.0,0.33643488406308314
62.0,0.20072820718719403
63.0,0.08918541844054434
64.0,0.12718139926903582
65.0,0.2131091259482464
66.0,0.3315027392328115
67.0,0.4578327292683707
68.0,0.5869972105332604
69.0,0.5481102220554206
70.0,0.5133306041740593
71.0,0.4835454540723297
72.0,0.4597265561598272
73.0,0.4412724493819073
74.0,0.4304007763714771
75.0,0.42769015372295144
76.0,0.43329377153922094
77.0,0.43231785257248534
78.0,0.43905833449589765
79.0,0.4531710259570461
80.0,0.47399788890124345
81.0,0.36828040784084803
82.0,0.27635370283859
83.0,0.21655652726798755
84.0,0.2172706609018671
85.0,0.2365092066697701
86.0,0.29556191439012525
87.0,0.37612133851180163
88.0,0.4671914521664802
89.0,0.4114276761039825
90.0,0.35688213130190793
91.0,0.3042108182038088
92.0,0.25457971536090446
93.0,0.19573427750095113
94.0,0.18040950821192217
95.0,0.21798596575601822
96.0,0.28848358571809307
97.0,0.22581484954501566
98.0,0.16314919581425838
99.0,0.10049239119541264
100.0,0.03788836305563954
101.0,0.1057289508288905
102.0,0.21234048122467297
103.0,0.3211932982256623
104.0,0.4305909609112092
105.0,0.3541845466688109
106.0,0.2787761189474429
107.0,0.20546744220839888
108.0,0.13765510900718428
109.0,0.1964561248293303
110.0,0.2977410503348047
111.0,0.41123363341332575
112.0,0.5291361956722637
113.0,0.46752090673669217
114.0,0.4100585195219556
115.0,0.35875017374272294
116.0,0.3166021026771401
117.0,0.29353747546754166
118.0,0.28971136466284053
119.0,0.3058466402503542
120.0,0.33910577570535455
121.0,0.3171695885261671
122.0,0.3048542183360725
123.0,0.30333375475052077
124.0,0.3127656708897446
125.0,0.21716621655841356
126.0,0.12195397650395724
127.0,0.030938409778267187
128.0,0.07358263421308349
129.0,0.15615948396353407
130.0,0.24177876928288589
131.0,0.32806702149150196
132.0,0.41460677318976974
133.0,0.33114789601810346
134.0,0.2485194234312681
135.0,0.1679514832652958
136.0,0.09484893126665005
137.0,0.13145450345260268
138.0,0.2566586744590853
139.0,0.3934164280426008
140.0,0.5329059190083019
141.0,0.47923018133819323
142.0,0.42658772829986613
143.0,0.37541348964294213
144.0,0.3263987768282696
145.0,0.2829589809403415
146.0,0.245503640233159
147.0,0.21715183382554695
148.0,0.20177816926762263
149.0,0.20728203581018206
